@relation 'mydata-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,5'

@attribute User.country {Australia,Belgium,Brazil,Canada,China,'Costa Rica',Croatia,'Czech Republic',Denmark,Egypt,Finland,France,Germany,Greece,Hawaii,Honduras,Hungary,India,'India ',Iran,Ireland,Israel,Italy,Japan,Jordan,Kenya,Korea,Kuwait,Malaysia,Mexico,Netherlands,'New Zeland',Norway,Phillippines,'Puerto Rico','Saudi Arabia',Scotland,Singapore,'South Africa',Spain,Swiss,Switzerland,Syria,Taiwan,Thailand,UK,'United Arab Emirates',USA}
@attribute Nr..reviews {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,69,70,73,74,75,76,77,78,79,82,83,84,85,86,87,88,91,92,93,95,96,97,101,102,103,106,108,110,112,113,114,116,118,119,121,123,125,127,130,131,136,137,139,142,146,148,153,154,156,159,160,161,164,167,169,182,184,189,235,240,252,262,275,289,290,320,333,372,415,418,576,608,775}
@attribute Nr..hotel.reviews {0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,47,48,49,52,55,56,58,61,71,72,75,76,78,79,107,111,117,126,162,263}
@attribute Helpful.votes {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,45,46,47,48,49,51,52,53,54,55,56,58,59,60,61,63,65,67,68,70,71,72,74,75,76,78,80,81,82,85,86,87,88,93,98,99,102,103,105,111,112,113,115,116,119,129,131,132,133,134,142,150,161,167,169,200,206,255,265,267,299,300,319,339,340,365}
@attribute Period.of.stay {Dec-Feb,Jun-Aug,Mar-May,Sep-Nov}
@attribute Traveler.type {Business,Couples,Families,Friends,Solo}
@attribute Pool {NO,YES}
@attribute Gym {NO,YES}
@attribute Tennis.court {NO,YES}
@attribute Spa {NO,YES}
@attribute Casino {NO,YES}
@attribute Free.internet {NO,YES}
@attribute Hotel.name {'Bellagio Las Vegas','Caesars Palace','Circus Circus Hotel & Casino Las Vegas','Encore at wynn Las Vegas','Excalibur Hotel & Casino','Hilton Grand Vacations at the Flamingo','Hilton Grand Vacations on the Boulevard','Marriott\'s Grand Chateau','Monte Carlo Resort&Casino','Paris Las Vegas','The Cosmopolitan Las Vegas','The Cromwell','The Palazzo Resort Hotel Casino','The Venetian Las Vegas Hotel','The Westin las Vegas Hotel Casino & Spa','Treasure Island- TI Hotel & Casino','Tropicana Las Vegas - A Double Tree by Hilton Hotel','Trump International Hotel Las Vegas','Tuscany Las Vegas Suites & Casino','Wyndham Grand Desert','Wynn Las Vegas'}
@attribute Hotel.stars {3,'3,5',4,'4,5',5}
@attribute Nr..rooms {188,315,716,732,787,826,1228,1282,1467,2034,2700,2884,2916,2959,3003,3025,3348,3773,3933,3981,4027}
@attribute User.continent {Africa,Asia,Europe,'North America',Oceania,'South America'}
@attribute Member.years {-1806,0,1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Review.month {April,August,December,February,January,July,June,March,May,November,October,September}
@attribute Review.weekday {Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday}
@attribute Score {1,2,3,4,5}

@data
UK,22,6,6,Sep-Nov,Friends,YES,YES,YES,YES,YES,YES,'Tropicana Las Vegas - A Double Tree by Hilton Hotel',4,1467,Europe,1,October,Tuesday,5
Netherlands,33,8,8,Sep-Nov,Friends,YES,YES,YES,YES,YES,YES,'Tropicana Las Vegas - A Double Tree by Hilton Hotel',4,1467,Europe,7,November,Saturday,5
UK,10,6,11,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,'Tropicana Las Vegas - A Double Tree by Hilton Hotel',4,1467,Europe,4,December,Saturday,5
UK,12,3,3,Dec-Feb,Families,YES,YES,YES,YES,YES,YES,'Tropicana Las Vegas - A Double Tree by Hilton Hotel',4,1467,Europe,4,December,Thursday,5
USA,50,14,24,Dec-Feb,Friends,YES,YES,NO,YES,YES,YES,'Caesars Palace',5,3348,'North America',7,January,Wednesday,5
'Puerto Rico',153,38,81,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,'Caesars Palace',5,3348,'North America',10,February,Tuesday,5
Canada,14,3,12,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,'Caesars Palace',5,3348,'North America',2,February,Thursday,5
USA,31,12,10,Mar-May,Families,YES,YES,NO,YES,YES,YES,'Caesars Palace',5,3348,'North America',4,March,Friday,5
Canada,5,5,4,Mar-May,Couples,YES,YES,NO,YES,YES,YES,'Caesars Palace',5,3348,'North America',3,April,Thursday,5
USA,14,8,4,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,'Caesars Palace',5,3348,'North America',1,July,Monday,5
UK,11,10,17,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,'Caesars Palace',5,3348,Europe,3,August,Friday,5
USA,4,3,4,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'Caesars Palace',5,3348,'North America',3,September,Monday,5
USA,10,7,7,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'Caesars Palace',5,3348,'North America',3,September,Tuesday,5
USA,14,6,7,Sep-Nov,Business,YES,YES,NO,YES,YES,YES,'Caesars Palace',5,3348,'North America',11,October,Sunday,5
USA,39,12,16,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,'Caesars Palace',5,3348,'North America',2,October,Thursday,5
Australia,35,24,43,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'Caesars Palace',5,3348,Oceania,4,November,Sunday,5
Australia,12,6,3,Dec-Feb,Friends,YES,YES,NO,YES,YES,YES,'The Cosmopolitan Las Vegas',5,2959,Oceania,1,January,Thursday,5
UK,127,40,80,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,'The Cosmopolitan Las Vegas',5,2959,Europe,8,February,Wednesday,5
USA,12,5,1,Mar-May,Couples,YES,YES,NO,YES,YES,YES,'The Cosmopolitan Las Vegas',5,2959,'North America',1,March,Monday,5
USA,17,17,74,Mar-May,Couples,YES,YES,NO,YES,YES,YES,'The Cosmopolitan Las Vegas',5,2959,'North America',10,March,Saturday,5
USA,102,17,45,Mar-May,Business,YES,YES,NO,YES,YES,YES,'The Cosmopolitan Las Vegas',5,2959,'North America',2,April,Monday,5
Germany,113,15,55,Mar-May,Families,YES,YES,NO,YES,YES,YES,'The Cosmopolitan Las Vegas',5,2959,Europe,8,May,Thursday,5
Ireland,15,5,18,Jun-Aug,Friends,YES,YES,NO,YES,YES,YES,'The Cosmopolitan Las Vegas',5,2959,Europe,3,June,Wednesday,5
Canada,41,10,56,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,'The Cosmopolitan Las Vegas',5,2959,'North America',4,August,Saturday,5
UK,18,9,10,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'The Cosmopolitan Las Vegas',5,2959,Europe,1,September,Wednesday,5
Norway,6,6,7,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'The Cosmopolitan Las Vegas',5,2959,Europe,7,September,Tuesday,5
USA,103,5,98,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'The Cosmopolitan Las Vegas',5,2959,'North America',7,October,Monday,5
UK,18,4,16,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,'The Cosmopolitan Las Vegas',5,2959,Europe,0,October,Friday,5
Egypt,9,7,7,Sep-Nov,Business,YES,YES,NO,YES,YES,YES,'The Cosmopolitan Las Vegas',5,2959,Africa,5,November,Wednesday,5
USA,50,19,45,Sep-Nov,Business,YES,YES,NO,YES,YES,YES,'The Cosmopolitan Las Vegas',5,2959,'North America',0,November,Friday,5
USA,7,3,8,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,'The Cosmopolitan Las Vegas',5,2959,'North America',5,December,Sunday,5
USA,32,6,11,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,'The Palazzo Resort Hotel Casino',5,3025,'North America',10,January,Friday,5
Canada,4,0,4,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,'The Palazzo Resort Hotel Casino',5,3025,'North America',9,February,Friday,5
Canada,10,3,7,Mar-May,Families,YES,YES,NO,YES,YES,YES,'The Palazzo Resort Hotel Casino',5,3025,'North America',6,March,Wednesday,5
Canada,36,30,80,Mar-May,Families,YES,YES,NO,YES,YES,YES,'The Palazzo Resort Hotel Casino',5,3025,'North America',8,March,Friday,5
Canada,66,33,60,Mar-May,Couples,YES,YES,NO,YES,YES,YES,'The Palazzo Resort Hotel Casino',5,3025,'North America',10,April,Saturday,5
France,17,4,8,Mar-May,Couples,YES,YES,NO,YES,YES,YES,'The Palazzo Resort Hotel Casino',5,3025,Europe,0,May,Saturday,5
UK,57,20,71,Mar-May,Business,YES,YES,NO,YES,YES,YES,'The Palazzo Resort Hotel Casino',5,3025,Europe,0,May,Friday,5
USA,20,11,21,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,'The Palazzo Resort Hotel Casino',5,3025,'North America',9,July,Friday,5
USA,93,4,8,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,'The Palazzo Resort Hotel Casino',5,3025,'North America',2,September,Saturday,5
Canada,9,3,15,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,'The Palazzo Resort Hotel Casino',5,3025,'North America',1,October,Wednesday,5
Australia,5,3,9,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'The Palazzo Resort Hotel Casino',5,3025,Oceania,2,October,Thursday,5
Singapore,37,7,10,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,'The Palazzo Resort Hotel Casino',5,3025,Asia,0,November,Sunday,5
USA,6,4,4,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,'The Palazzo Resort Hotel Casino',5,3025,'North America',7,December,Thursday,5
USA,164,48,82,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,'North America',4,January,Saturday,5
USA,5,3,9,Dec-Feb,Families,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,'North America',4,January,Tuesday,5
USA,18,11,15,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,'North America',7,February,Tuesday,5
USA,20,13,16,Mar-May,Friends,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,'North America',6,March,Friday,5
USA,125,35,48,Mar-May,Business,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,'North America',4,April,Sunday,5
UK,19,5,5,Mar-May,Couples,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,Europe,3,May,Monday,5
USA,73,27,365,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,'North America',6,June,Wednesday,5
USA,5,4,4,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,'North America',11,June,Wednesday,5
USA,30,10,17,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,'North America',3,July,Monday,5
Canada,7,4,10,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,'North America',3,July,Sunday,5
Canada,67,46,99,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,'North America',6,August,Sunday,5
Finland,18,13,25,Jun-Aug,Solo,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,Europe,9,August,Saturday,5
Canada,40,12,26,Sep-Nov,Friends,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,'North America',7,September,Saturday,5
UK,8,4,16,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,Europe,7,October,Saturday,5
'Costa Rica',15,9,3,Sep-Nov,Business,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,'North America',2,November,Monday,5
UK,2,18,14,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,Europe,8,November,Wednesday,5
UK,10,6,10,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,Europe,5,December,Tuesday,5
USA,16,13,55,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,'Wynn Las Vegas',5,2700,'North America',9,December,Tuesday,5
UK,21,7,13,Dec-Feb,Solo,YES,YES,NO,YES,YES,YES,'Trump International Hotel Las Vegas',5,1282,Europe,10,January,Tuesday,5
India,69,58,41,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,'Trump International Hotel Las Vegas',5,1282,Asia,5,January,Saturday,5
USA,33,13,8,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,'Trump International Hotel Las Vegas',5,1282,'North America',5,February,Wednesday,5
USA,1,0,2,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,'Trump International Hotel Las Vegas',5,1282,'North America',0,February,Tuesday,5
USA,49,8,23,Mar-May,Couples,YES,YES,NO,YES,YES,YES,'Trump International Hotel Las Vegas',5,1282,'North America',5,March,Monday,5
USA,1,0,1,Mar-May,Couples,YES,YES,NO,YES,YES,YES,'Trump International Hotel Las Vegas',5,1282,'North America',0,April,Wednesday,5
Brazil,7,4,8,Mar-May,Families,YES,YES,NO,YES,YES,YES,'Trump International Hotel Las Vegas',5,1282,'South America',7,May,Sunday,5
USA,38,18,16,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,'Trump International Hotel Las Vegas',5,1282,'North America',8,June,Sunday,5
USA,48,14,30,Jun-Aug,Business,YES,YES,NO,YES,YES,YES,'Trump International Hotel Las Vegas',5,1282,'North America',9,June,Wednesday,5
Canada,136,20,55,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,'Trump International Hotel Las Vegas',5,1282,'North America',3,July,Sunday,5
USA,78,17,24,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,'Trump International Hotel Las Vegas',5,1282,'North America',5,August,Monday,5
UK,24,18,12,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,'Trump International Hotel Las Vegas',5,1282,Europe,0,September,Thursday,5
Ireland,4,3,3,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,'Trump International Hotel Las Vegas',5,1282,Europe,11,October,Thursday,5
Australia,11,7,17,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'Trump International Hotel Las Vegas',5,1282,Oceania,2,October,Saturday,5
USA,53,25,24,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,'Trump International Hotel Las Vegas',5,1282,'North America',3,December,Sunday,5
USA,26,6,12,Dec-Feb,Families,YES,NO,NO,NO,YES,YES,'The Cromwell','4,5',188,'North America',1,February,Sunday,5
USA,4,4,0,Dec-Feb,Couples,YES,NO,NO,NO,YES,YES,'The Cromwell','4,5',188,'North America',2,February,Monday,5
USA,17,14,70,Mar-May,Friends,YES,NO,NO,NO,YES,YES,'The Cromwell','4,5',188,'North America',10,March,Sunday,5
Canada,3,0,1,Mar-May,Couples,YES,NO,NO,NO,YES,YES,'The Cromwell','4,5',188,'North America',1,April,Tuesday,5
USA,235,111,267,Mar-May,Friends,YES,NO,NO,NO,YES,YES,'The Cromwell','4,5',188,'North America',9,May,Friday,5
USA,59,9,21,Mar-May,Couples,YES,NO,NO,NO,YES,YES,'The Cromwell','4,5',188,'North America',3,May,Monday,5
USA,2,0,2,Jun-Aug,Friends,YES,NO,NO,NO,YES,YES,'The Cromwell','4,5',188,'North America',0,June,Wednesday,5
USA,2,0,1,Jun-Aug,Couples,YES,NO,NO,NO,YES,YES,'The Cromwell','4,5',188,'North America',0,June,Wednesday,5
USA,21,18,53,Jun-Aug,Couples,YES,NO,NO,NO,YES,YES,'The Cromwell','4,5',188,'North America',11,July,Wednesday,5
Netherlands,184,52,70,Jun-Aug,Couples,YES,NO,NO,NO,YES,YES,'The Cromwell','4,5',188,Europe,3,August,Wednesday,5
USA,69,11,17,Sep-Nov,Couples,YES,NO,NO,NO,YES,YES,'The Cromwell','4,5',188,'North America',0,September,Sunday,5
Norway,25,10,16,Sep-Nov,Friends,YES,NO,NO,NO,YES,YES,'The Cromwell','4,5',188,Europe,8,October,Tuesday,5
USA,46,12,87,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,'North America',3,January,Tuesday,5
USA,15,5,12,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,'North America',4,February,Sunday,5
USA,16,14,23,Mar-May,Couples,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,'North America',7,March,Friday,5
USA,35,12,3,Mar-May,Business,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,'North America',2,May,Friday,5
UK,139,20,86,Mar-May,Friends,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,Europe,5,May,Monday,5
UK,28,12,30,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,Europe,2,June,Saturday,5
USA,4,3,5,Jun-Aug,Friends,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,'North America',3,July,Thursday,5
USA,32,11,14,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,'North America',3,July,Sunday,5
UK,9,3,4,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,Europe,1,August,Thursday,5
USA,333,58,200,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,'North America',4,August,Sunday,5
USA,29,11,15,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,'North America',6,September,Monday,5
UK,85,43,68,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,Europe,5,September,Wednesday,5
USA,12,5,1,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,'North America',5,October,Friday,5
India,13,7,8,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,Asia,5,November,Sunday,5
USA,5,5,14,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,'North America',5,November,Sunday,5
USA,169,25,41,Dec-Feb,Friends,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,'North America',8,December,Tuesday,5
USA,11,10,6,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,'Encore at wynn Las Vegas',5,2034,'North America',7,December,Tuesday,5
USA,4,3,2,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,'Hilton Grand Vacations on the Boulevard','3,5',1228,'North America',6,January,Friday,5
Mexico,10,3,1,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,'Hilton Grand Vacations on the Boulevard','3,5',1228,'North America',4,February,Tuesday,5
Canada,7,4,4,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,'Hilton Grand Vacations on the Boulevard','3,5',1228,'North America',1,February,Friday,5
UK,60,7,42,Mar-May,Couples,YES,YES,NO,YES,YES,YES,'Hilton Grand Vacations on the Boulevard','3,5',1228,Europe,8,March,Tuesday,5
Brazil,37,31,38,Mar-May,Families,YES,YES,NO,YES,YES,YES,'Hilton Grand Vacations on the Boulevard','3,5',1228,'South America',9,May,Friday,5
USA,9,3,4,Jun-Aug,Friends,YES,YES,NO,YES,YES,YES,'Hilton Grand Vacations on the Boulevard','3,5',1228,'North America',1,June,Monday,5
USA,11,6,7,Jun-Aug,Solo,YES,YES,NO,YES,YES,YES,'Hilton Grand Vacations on the Boulevard','3,5',1228,'North America',1,June,Monday,5
UK,10,0,9,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,'Hilton Grand Vacations on the Boulevard','3,5',1228,Europe,1,July,Wednesday,5
UK,48,21,19,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,'Hilton Grand Vacations on the Boulevard','3,5',1228,Europe,4,August,Friday,5
Canada,112,34,41,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,'Hilton Grand Vacations on the Boulevard','3,5',1228,'North America',7,September,Sunday,5
USA,28,17,14,Sep-Nov,Solo,YES,YES,NO,YES,YES,YES,'Hilton Grand Vacations on the Boulevard','3,5',1228,'North America',2,September,Wednesday,5
USA,42,11,36,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,'Hilton Grand Vacations on the Boulevard','3,5',1228,'North America',7,December,Monday,5
USA,84,18,36,Dec-Feb,Families,YES,YES,NO,NO,YES,YES,'Marriott\'s Grand Chateau','3,5',732,'North America',4,February,Wednesday,5
USA,21,13,20,Dec-Feb,Business,YES,YES,NO,NO,YES,YES,'Marriott\'s Grand Chateau','3,5',732,'North America',5,February,Thursday,5
Germany,118,107,131,Mar-May,Business,YES,YES,NO,NO,YES,YES,'Marriott\'s Grand Chateau','3,5',732,Europe,10,March,Monday,5
Canada,6,0,8,Mar-May,Couples,YES,YES,NO,NO,YES,YES,'Marriott\'s Grand Chateau','3,5',732,'North America',10,April,Wednesday,5
USA,6,5,6,Jun-Aug,Families,YES,YES,NO,NO,YES,YES,'Marriott\'s Grand Chateau','3,5',732,'North America',4,June,Tuesday,5
Australia,11,0,5,Jun-Aug,Families,YES,YES,NO,NO,YES,YES,'Marriott\'s Grand Chateau','3,5',732,Oceania,0,June,Thursday,5
USA,75,37,48,Jun-Aug,Couples,YES,YES,NO,NO,YES,YES,'Marriott\'s Grand Chateau','3,5',732,'North America',6,July,Saturday,5
Denmark,240,76,115,Jun-Aug,Couples,YES,YES,NO,NO,YES,YES,'Marriott\'s Grand Chateau','3,5',732,Europe,3,July,Monday,5
Taiwan,20,12,7,Jun-Aug,Families,YES,YES,NO,NO,YES,YES,'Marriott\'s Grand Chateau','3,5',732,Asia,1,August,Wednesday,5
Israel,62,40,25,Jun-Aug,Families,YES,YES,NO,NO,YES,YES,'Marriott\'s Grand Chateau','3,5',732,Asia,5,August,Sunday,5
Hawaii,88,19,58,Sep-Nov,Friends,YES,YES,NO,NO,YES,YES,'Marriott\'s Grand Chateau','3,5',732,'North America',1,September,Wednesday,5
USA,6,3,5,Sep-Nov,Friends,YES,YES,NO,NO,YES,YES,'Marriott\'s Grand Chateau','3,5',732,'North America',0,September,Tuesday,5
Mexico,159,43,78,Sep-Nov,Families,YES,YES,NO,NO,YES,YES,'Marriott\'s Grand Chateau','3,5',732,'North America',4,October,Wednesday,5
USA,42,9,13,Dec-Feb,Couples,YES,YES,NO,NO,YES,YES,'Marriott\'s Grand Chateau','3,5',732,'North America',1,December,Tuesday,5
USA,167,71,119,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,'Tuscany Las Vegas Suites & Casino',3,716,'North America',8,January,Saturday,5
USA,25,5,12,Dec-Feb,Friends,YES,YES,YES,YES,YES,YES,'Tuscany Las Vegas Suites & Casino',3,716,'North America',8,January,Thursday,5
USA,608,117,319,Dec-Feb,Business,YES,YES,YES,YES,YES,YES,'Tuscany Las Vegas Suites & Casino',3,716,'North America',5,February,Saturday,5
USA,5,4,3,Mar-May,Friends,YES,YES,YES,YES,YES,YES,'Tuscany Las Vegas Suites & Casino',3,716,'North America',8,March,Sunday,5
USA,26,17,34,Mar-May,Couples,YES,YES,YES,YES,YES,YES,'Tuscany Las Vegas Suites & Casino',3,716,'North America',7,March,Thursday,5
Brazil,11,5,9,Mar-May,Couples,YES,YES,YES,YES,YES,YES,'Tuscany Las Vegas Suites & Casino',3,716,'South America',7,April,Monday,5
Malaysia,119,20,46,Jun-Aug,Friends,YES,YES,YES,YES,YES,YES,'Tuscany Las Vegas Suites & Casino',3,716,Asia,1,June,Sunday,5
Germany,55,55,134,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,'Tuscany Las Vegas Suites & Casino',3,716,Europe,5,July,Wednesday,5
Australia,27,15,16,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,'Tuscany Las Vegas Suites & Casino',3,716,Oceania,5,September,Sunday,5
USA,13,4,6,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,'Tuscany Las Vegas Suites & Casino',3,716,'North America',0,September,Wednesday,5
Canada,38,12,17,Sep-Nov,Business,YES,YES,YES,YES,YES,YES,'Tuscany Las Vegas Suites & Casino',3,716,'North America',7,October,Friday,5
Canada,9,8,5,Dec-Feb,Families,YES,YES,YES,YES,YES,YES,'Tuscany Las Vegas Suites & Casino',3,716,'North America',4,December,Sunday,5
USA,13,4,4,Dec-Feb,Friends,YES,YES,YES,YES,YES,YES,'Tuscany Las Vegas Suites & Casino',3,716,'North America',5,December,Tuesday,5
USA,8,3,3,Dec-Feb,Couples,YES,YES,NO,NO,NO,YES,'Hilton Grand Vacations at the Flamingo',3,315,'North America',3,January,Thursday,5
USA,66,13,21,Mar-May,Friends,YES,YES,NO,NO,NO,YES,'Hilton Grand Vacations at the Flamingo',3,315,'North America',9,March,Friday,5
Hawaii,9,7,4,Mar-May,Couples,YES,YES,NO,NO,NO,YES,'Hilton Grand Vacations at the Flamingo',3,315,'North America',2,March,Tuesday,5
USA,31,11,24,Jun-Aug,Couples,YES,YES,NO,NO,NO,YES,'Hilton Grand Vacations at the Flamingo',3,315,'North America',2,June,Wednesday,5
Canada,45,6,22,Jun-Aug,Couples,YES,YES,NO,NO,NO,YES,'Hilton Grand Vacations at the Flamingo',3,315,'North America',3,July,Thursday,5
USA,23,23,11,Jun-Aug,Families,YES,YES,NO,NO,NO,YES,'Hilton Grand Vacations at the Flamingo',3,315,'North America',1,August,Sunday,5
Canada,56,18,24,Sep-Nov,Friends,YES,YES,NO,NO,NO,YES,'Hilton Grand Vacations at the Flamingo',3,315,'North America',4,September,Saturday,5
USA,13,7,1,Sep-Nov,Business,YES,YES,NO,NO,NO,YES,'Hilton Grand Vacations at the Flamingo',3,315,'North America',4,November,Sunday,5
Mexico,3,3,3,Dec-Feb,Families,YES,YES,NO,NO,NO,YES,'Hilton Grand Vacations at the Flamingo',3,315,'North America',2,December,Wednesday,5
Australia,21,11,13,Dec-Feb,Families,YES,YES,YES,NO,NO,YES,'Wyndham Grand Desert','3,5',787,Oceania,4,January,Sunday,5
USA,60,11,33,Dec-Feb,Couples,YES,YES,YES,NO,NO,YES,'Wyndham Grand Desert','3,5',787,'North America',3,February,Thursday,5
Canada,12,4,15,Dec-Feb,Couples,YES,YES,YES,NO,NO,YES,'Wyndham Grand Desert','3,5',787,'North America',11,February,Monday,5
USA,27,12,51,Mar-May,Friends,YES,YES,YES,NO,NO,YES,'Wyndham Grand Desert','3,5',787,'North America',4,March,Tuesday,5
Canada,69,22,38,Mar-May,Families,YES,YES,YES,NO,NO,YES,'Wyndham Grand Desert','3,5',787,'North America',6,April,Thursday,5
USA,16,4,7,Mar-May,Couples,YES,YES,YES,NO,NO,YES,'Wyndham Grand Desert','3,5',787,'North America',4,April,Saturday,5
UK,35,17,27,Jun-Aug,Couples,YES,YES,YES,NO,NO,YES,'Wyndham Grand Desert','3,5',787,Europe,6,June,Tuesday,5
India,23,12,7,Jun-Aug,Families,YES,YES,YES,NO,NO,YES,'Wyndham Grand Desert','3,5',787,Asia,7,June,Saturday,5
UK,6,3,14,Jun-Aug,Families,YES,YES,YES,NO,NO,YES,'Wyndham Grand Desert','3,5',787,Europe,3,July,Sunday,5
